ID,Revenu (€),Montant du Prêt (€),Durée de l'Emploi (années),Historique de Crédit,Prêt Approuvé
3326,2555,7331,2,Mauvais,Non
3327,3739,15691,7,Mauvais,Non
3328,4038,11304,2,Bon,Non
3329,2424,14522,2,Mauvais,Non
3330,3714,13204,10,Mauvais,Non
3331,4577,18907,3,Mauvais,Non
3332,3503,5002,4,Mauvais,Non
3333,4724,11413,10,Bon,Non
3334,4159,14069,4,Mauvais,Non
3335,3708,16521,2,Mauvais,Non
3336,4165,4142,6,Bon,Oui
3337,4603,10956,5,Mauvais,Non
3338,3468,13293,8,Mauvais,Non
3339,2943,10626,10,Mauvais,Non
3340,2069,4070,7,Bon,Oui
3341,2740,2203,9,Mauvais,Non
3342,4508,5237,3,Mauvais,Non
3343,3712,2875,4,Mauvais,Non
3344,4314,6963,4,Bon,Oui
3345,2170,19869,8,Mauvais,Non
3346,3014,15597,1,Mauvais,Non
3347,4850,17134,8,Mauvais,Non
3348,2088,17710,8,Bon,Non
3349,4053,16690,10,Mauvais,Non
3350,4137,17830,1,Mauvais,Non
3351,1699,10072,1,Bon,Non
3352,1558,13963,2,Bon,Non
3353,4594,4262,4,Bon,Oui
3354,2139,6110,3,Bon,Non
3355,3480,9721,10,Mauvais,Non
3356,4871,15025,6,Bon,Non
3357,4966,16641,10,Bon,Non
3358,2823,4660,2,Bon,Oui
3359,4283,2431,5,Bon,Oui
3360,3960,14162,3,Bon,Non
3361,2068,11916,5,Mauvais,Non
3362,3631,19955,7,Bon,Non
3363,3368,2536,9,Bon,Oui
3364,4234,2672,3,Mauvais,Non
3365,3617,2564,4,Mauvais,Non
3366,1566,7607,10,Mauvais,Non
3367,2141,13773,9,Mauvais,Non
3368,1606,16879,2,Mauvais,Non
3369,3987,15029,7,Mauvais,Non
3370,3431,6227,9,Bon,Oui
3371,2571,19558,4,Bon,Non
3372,4354,3480,10,Mauvais,Non
3373,2367,14932,10,Mauvais,Non
3374,1995,16954,4,Bon,Non
3375,2722,18439,1,Bon,Non
3376,4499,5224,7,Bon,Oui
3377,2400,5067,2,Bon,Non
3378,3612,11209,3,Bon,Non
3379,2353,2482,3,Mauvais,Non
3380,1527,2988,5,Mauvais,Non
3381,3287,17382,4,Mauvais,Non
3382,3522,10843,5,Mauvais,Non
3383,1877,19863,2,Mauvais,Non
3384,2464,8266,5,Mauvais,Non
3385,4481,11323,5,Mauvais,Non
3386,4199,18114,3,Mauvais,Non
3387,4476,2612,6,Mauvais,Non
3388,3707,12668,10,Mauvais,Non
3389,3206,7554,10,Bon,Non
3390,4859,14710,2,Mauvais,Non
3391,3165,17399,1,Mauvais,Non
3392,2621,11472,8,Mauvais,Non
3393,3667,2471,9,Bon,Oui
3394,1512,16443,5,Bon,Non
3395,1751,11731,10,Mauvais,Non
3396,2906,17933,9,Bon,Non
3397,4394,8982,5,Mauvais,Non
3398,2152,13458,4,Bon,Non
3399,3856,3234,6,Bon,Oui
3400,1898,6330,3,Mauvais,Non
3401,3686,7739,2,Mauvais,Non
3402,4274,4129,6,Bon,Oui
3403,2349,6492,2,Mauvais,Non
3404,1829,11555,2,Bon,Non
3405,1851,18487,7,Bon,Non
3406,2030,17279,7,Bon,Non
3407,4553,11334,5,Mauvais,Non
3408,3686,2755,10,Bon,Oui
3409,4555,2476,8,Bon,Oui
3410,3597,15178,6,Mauvais,Non
3411,3003,3262,6,Bon,Oui
3412,4298,4284,2,Mauvais,Non
3413,4512,17011,3,Mauvais,Non
3414,2945,18698,2,Mauvais,Non
3415,2015,9837,3,Mauvais,Non
3416,1734,11332,10,Bon,Non
3417,2175,4020,6,Mauvais,Non
3418,1928,6360,9,Bon,Non
3419,1609,14351,4,Mauvais,Non
3420,1759,4760,2,Bon,Non
3421,4017,8348,7,Mauvais,Non
3422,1615,11442,7,Mauvais,Non
3423,2631,16056,10,Bon,Non
3424,3989,7249,5,Bon,Oui
3425,3537,8210,1,Bon,Non
3426,3388,19661,3,Mauvais,Non
3427,2591,19401,7,Bon,Non
3428,3828,2285,7,Bon,Oui
3429,4609,2884,8,Bon,Oui
3430,4728,6295,7,Bon,Oui
3431,3543,8586,3,Mauvais,Non
3432,4920,4551,3,Bon,Oui
3433,2089,14012,10,Mauvais,Non
3434,3933,10188,3,Mauvais,Non
3435,4906,18250,1,Bon,Non
3436,4270,19016,9,Bon,Non
3437,2571,16035,4,Mauvais,Non
3438,4739,11268,5,Mauvais,Non
3439,3939,19388,10,Bon,Non
3440,1509,4547,7,Bon,Non
3441,3912,14345,10,Mauvais,Non
3442,3324,12278,7,Mauvais,Non
3443,2657,12086,1,Mauvais,Non
3444,3877,17192,6,Bon,Non
3445,3979,7833,1,Bon,Oui
3446,4493,16728,3,Mauvais,Non
3447,4793,13587,4,Mauvais,Non
3448,1870,16713,10,Mauvais,Non
3449,4775,8236,3,Mauvais,Non
3450,1538,4525,9,Bon,Non
3451,3556,4862,10,Bon,Oui
3452,3970,12780,2,Bon,Non
3453,4760,14855,4,Bon,Non
3454,1950,12787,4,Bon,Non
3455,2174,7028,8,Mauvais,Non
3456,1512,17304,8,Mauvais,Non
3457,3790,18887,6,Mauvais,Non
3458,2277,12478,9,Mauvais,Non
3459,2181,4451,1,Bon,Non
3460,1633,13627,2,Bon,Non
3461,1719,2655,5,Mauvais,Non
3462,3207,13204,1,Bon,Non
3463,4828,6189,1,Bon,Oui
3464,3610,11566,5,Mauvais,Non
3465,4710,15949,2,Bon,Non
3466,4086,19388,8,Bon,Non
3467,2990,9897,9,Bon,Non
3468,3603,2959,2,Bon,Oui
3469,3145,19809,5,Bon,Non
3470,4839,12230,5,Bon,Non
3471,4735,13928,1,Bon,Non
3472,3075,12031,10,Mauvais,Non
3473,3776,4732,5,Mauvais,Non
3474,4114,18776,3,Bon,Non
3475,4595,13338,7,Mauvais,Non
3476,3789,18185,9,Bon,Non
3477,3895,13589,6,Bon,Non
3478,1943,16117,10,Bon,Non
3479,4953,2775,6,Bon,Oui
3480,4283,18794,6,Bon,Non
3481,2503,14750,1,Bon,Non
3482,3621,10234,3,Bon,Non
3483,2296,8108,9,Bon,Non
3484,3252,11786,6,Mauvais,Non
3485,2574,18801,8,Mauvais,Non
3486,2220,4666,5,Bon,Non
3487,2328,16206,3,Bon,Non
3488,3144,11508,8,Bon,Non
3489,4905,6310,8,Mauvais,Non
3490,3678,18533,3,Mauvais,Non
3491,4922,12584,9,Mauvais,Non
3492,4662,8458,9,Bon,Oui
3493,3700,17625,6,Mauvais,Non
3494,4846,3220,10,Bon,Oui
3495,3175,14107,6,Mauvais,Non
3496,2766,11861,5,Bon,Non
3497,4525,15685,3,Mauvais,Non
3498,1804,13731,10,Bon,Non
3499,3926,12097,3,Mauvais,Non
3500,1826,16897,7,Mauvais,Non
3501,3244,17998,2,Mauvais,Non
3502,4521,4766,4,Bon,Oui
3503,4182,8870,1,Bon,Non
3504,3717,10724,4,Bon,Non
3505,1882,12301,7,Mauvais,Non
3506,3528,10216,5,Mauvais,Non
3507,4189,4791,6,Bon,Oui
3508,1707,18994,1,Mauvais,Non
3509,3115,18723,9,Mauvais,Non
3510,2967,6604,10,Bon,Non
3511,4065,4634,3,Bon,Oui
3512,3378,6305,7,Bon,Oui
3513,2681,10131,9,Bon,Non
3514,1914,9549,6,Mauvais,Non
3515,4113,19677,10,Mauvais,Non
3516,4716,7273,2,Bon,Oui
3517,3373,10953,7,Mauvais,Non
3518,3956,5440,2,Bon,Oui
3519,1539,16596,3,Bon,Non
3520,4135,7424,3,Bon,Oui
3521,3247,11501,6,Bon,Non
3522,3173,14255,5,Bon,Non
3523,2114,10015,1,Mauvais,Non
3524,3663,15199,1,Bon,Non
3525,4758,18860,1,Bon,Non
3526,2787,13391,4,Mauvais,Non
3527,4641,2319,7,Mauvais,Non
3528,2887,13984,6,Mauvais,Non
3529,4236,2924,3,Bon,Oui
3530,2457,10813,8,Mauvais,Non
3531,3815,6451,2,Bon,Oui
3532,4696,14440,5,Bon,Non
3533,1770,6813,6,Mauvais,Non
3534,2799,14210,3,Mauvais,Non
3535,3805,11415,3,Bon,Non
3536,4075,19579,5,Mauvais,Non
3537,3130,14007,4,Mauvais,Non
3538,3288,18740,4,Bon,Non
3539,2077,8395,10,Mauvais,Non
3540,3904,14981,4,Mauvais,Non
3541,1919,9640,7,Mauvais,Non
3542,3735,17428,2,Mauvais,Non
3543,2835,5336,10,Bon,Oui
3544,4622,17155,10,Mauvais,Non
3545,4049,5565,6,Mauvais,Non
3546,3938,13124,2,Mauvais,Non
3547,2097,14406,4,Bon,Non
3548,1643,5252,5,Bon,Non
3549,4280,2863,7,Mauvais,Non
3550,4888,19618,3,Mauvais,Non
3551,1582,19536,10,Mauvais,Non
3552,2492,8135,2,Mauvais,Non
3553,4283,17025,3,Mauvais,Non
3554,4734,8501,9,Mauvais,Non
3555,2768,5916,9,Bon,Non
3556,4695,18280,3,Bon,Non
3557,4296,15077,5,Mauvais,Non
3558,4437,5667,5,Bon,Oui
3559,3990,16614,3,Mauvais,Non
3560,3084,3174,2,Bon,Oui
3561,4256,12991,5,Bon,Non
3562,4686,19122,4,Mauvais,Non
3563,4039,3916,4,Mauvais,Non
3564,2574,5203,6,Mauvais,Non
3565,4467,19480,6,Bon,Non
3566,2938,4183,8,Mauvais,Non
3567,3424,8246,10,Bon,Non
3568,2567,18391,8,Bon,Non
3569,3424,18956,3,Mauvais,Non
3570,4818,5716,1,Mauvais,Non
3571,2276,15892,7,Bon,Non
3572,2125,12150,2,Mauvais,Non
3573,2823,3005,9,Mauvais,Non
3574,4821,8643,2,Mauvais,Non
3575,2246,11794,9,Mauvais,Non
3576,2268,8349,7,Mauvais,Non
3577,1630,4488,3,Mauvais,Non
3578,1644,12266,10,Bon,Non
3579,1758,19711,9,Bon,Non
3580,4460,3295,5,Bon,Oui
3581,3136,2886,6,Bon,Oui
3582,4849,13910,7,Mauvais,Non
3583,3040,13107,6,Mauvais,Non
3584,2414,11417,8,Mauvais,Non
3585,4922,12774,5,Mauvais,Non
3586,1552,4544,2,Bon,Non
3587,4395,7063,7,Mauvais,Non
3588,3135,16228,2,Bon,Non
3589,4491,5927,4,Bon,Oui
3590,2944,8010,10,Mauvais,Non
3591,1650,9122,6,Bon,Non
3592,3630,17592,9,Mauvais,Non
3593,4743,3968,2,Bon,Oui
3594,1679,11025,8,Mauvais,Non
3595,2573,2338,7,Mauvais,Non
3596,4204,17526,2,Mauvais,Non
3597,2062,4567,8,Mauvais,Non
3598,3737,18141,6,Mauvais,Non
3599,2103,17097,3,Mauvais,Non
3600,4527,10116,10,Mauvais,Non
3601,3063,7907,3,Mauvais,Non
3602,4044,6335,10,Bon,Oui
3603,2842,17755,10,Mauvais,Non
3604,3059,16840,9,Mauvais,Non
3605,3283,13706,1,Mauvais,Non
3606,3437,16144,5,Bon,Non
3607,3112,14402,10,Mauvais,Non
3608,1548,10868,1,Mauvais,Non
3609,4413,19220,6,Bon,Non
3610,2818,14615,9,Bon,Non
3611,1830,19241,8,Bon,Non
3612,4907,2397,7,Bon,Oui
3613,1593,18908,6,Mauvais,Non
3614,3133,3874,7,Bon,Oui
3615,1690,8583,7,Bon,Non
3616,3973,18726,6,Mauvais,Non
3617,1729,8145,3,Bon,Non
3618,1773,13434,6,Bon,Non
3619,2014,17490,7,Mauvais,Non
3620,2379,17086,7,Bon,Non
3621,2170,9119,2,Mauvais,Non
3622,2146,4517,6,Bon,Non
3623,3585,15910,8,Bon,Non
3624,2553,7690,2,Bon,Non
3625,3390,2485,7,Bon,Oui
3626,2341,2144,9,Mauvais,Non
3627,3774,12735,8,Mauvais,Non
3628,4882,2429,3,Bon,Oui
3629,2406,4250,10,Bon,Oui
3630,4239,2961,3,Mauvais,Non
3631,2379,16973,6,Mauvais,Non
3632,2361,19506,7,Bon,Non
3633,3188,12873,4,Bon,Non
3634,3200,10884,4,Bon,Non
3635,1570,12452,5,Mauvais,Non
3636,2026,2763,4,Mauvais,Non
3637,2063,14353,1,Bon,Non
3638,1653,14977,10,Bon,Non
3639,4431,16163,6,Bon,Non
3640,2457,13588,10,Bon,Non
3641,1737,4822,1,Mauvais,Non
3642,2634,12487,4,Mauvais,Non
3643,4177,9586,4,Bon,Non
3644,3186,11562,4,Bon,Non
3645,4222,8492,9,Bon,Non
3646,2882,8127,8,Mauvais,Non
3647,2627,4783,3,Bon,Oui
3648,2626,3831,3,Bon,Oui
3649,2127,5693,5,Mauvais,Non
3650,4931,10133,3,Mauvais,Non
3651,3881,8493,6,Mauvais,Non
3652,4429,17064,7,Bon,Non
3653,2316,2529,5,Mauvais,Non
3654,2784,4046,6,Bon,Oui
3655,4944,4444,6,Mauvais,Non
3656,2627,4256,7,Mauvais,Non
3657,4180,10685,10,Bon,Non
3658,3491,3318,7,Mauvais,Non
3659,3139,16292,8,Bon,Non
3660,3991,19277,3,Bon,Non
3661,4544,9758,3,Mauvais,Non
3662,2606,8026,3,Mauvais,Non
3663,4414,13909,3,Bon,Non
3664,2937,15335,10,Mauvais,Non
3665,4402,2373,1,Bon,Oui
3666,4684,15300,3,Mauvais,Non
3667,2070,17684,9,Mauvais,Non
3668,2940,7084,7,Bon,Non
3669,4189,12685,3,Mauvais,Non
3670,3287,14635,3,Bon,Non
3671,4800,16072,6,Bon,Non
3672,2286,7748,5,Mauvais,Non
3673,4290,11297,10,Bon,Non
3674,4698,13707,2,Mauvais,Non
3675,2596,5575,1,Bon,Non
3676,3417,4354,4,Bon,Oui
3677,4410,19869,6,Mauvais,Non
3678,3641,17663,9,Mauvais,Non
3679,2694,19355,3,Mauvais,Non
3680,3506,14317,3,Bon,Non
3681,2171,6302,8,Bon,Non
3682,3588,10190,6,Mauvais,Non
3683,4451,10089,4,Mauvais,Non
3684,4653,13623,7,Mauvais,Non
3685,1719,17709,3,Bon,Non
3686,3176,5073,6,Mauvais,Non
3687,2915,4566,8,Bon,Oui
3688,3018,9209,9,Mauvais,Non
3689,3833,4496,5,Bon,Oui
3690,3653,17989,2,Mauvais,Non
3691,1651,15776,8,Mauvais,Non
3692,2026,12196,3,Mauvais,Non
3693,2582,16137,5,Bon,Non
3694,4313,17205,7,Mauvais,Non
3695,2511,19296,5,Bon,Non
3696,4175,2058,2,Mauvais,Non
3697,2353,3442,4,Bon,Oui
3698,5000,2591,1,Bon,Oui
3699,3927,12843,10,Mauvais,Non
3700,3089,4877,2,Mauvais,Non
3701,1548,18202,1,Bon,Non
3702,3212,3774,2,Bon,Oui
3703,2164,17693,3,Mauvais,Non
3704,2568,4323,8,Mauvais,Non
3705,3200,4170,4,Mauvais,Non
3706,4075,15525,3,Mauvais,Non
3707,3438,16453,10,Mauvais,Non
3708,1940,16077,2,Bon,Non
3709,3095,7948,10,Mauvais,Non
3710,4525,4576,5,Bon,Oui
3711,2141,14978,6,Bon,Non
3712,3780,16460,3,Mauvais,Non
3713,4951,2123,8,Mauvais,Non
3714,2771,16864,1,Bon,Non
3715,4706,9610,7,Bon,Non
3716,2553,11266,1,Mauvais,Non
3717,2311,2442,8,Bon,Oui
3718,2352,12402,1,Bon,Non
3719,2180,17171,3,Mauvais,Non
3720,2006,9561,10,Bon,Non
3721,4841,4885,10,Bon,Oui
3722,2020,15917,4,Mauvais,Non
3723,3804,14720,4,Bon,Non
3724,2296,17242,1,Mauvais,Non
3725,1522,10462,8,Bon,Non
3726,4513,6897,1,Mauvais,Non
3727,3990,7934,6,Mauvais,Non
3728,2260,15797,8,Bon,Non
3729,2342,18972,4,Mauvais,Non
3730,3284,4063,3,Mauvais,Non
3731,3819,2721,9,Bon,Oui
3732,4443,12790,7,Mauvais,Non
3733,3942,16819,8,Mauvais,Non
3734,1774,15440,6,Bon,Non
3735,2460,13998,4,Bon,Non
3736,3660,15774,5,Bon,Non
3737,1775,17894,4,Mauvais,Non
3738,4242,5318,3,Bon,Oui
3739,4191,14897,3,Bon,Non
3740,4642,7337,8,Mauvais,Non
3741,2153,7135,8,Mauvais,Non
3742,3999,12353,5,Mauvais,Non
3743,2153,13821,6,Mauvais,Non
3744,2282,8486,1,Bon,Non
3745,2894,17801,2,Bon,Non
3746,2020,8877,6,Bon,Non
3747,3869,16194,6,Bon,Non
3748,2364,9007,6,Bon,Non
3749,3248,16574,1,Bon,Non
3750,3130,4994,5,Bon,Oui
3751,4736,19350,8,Bon,Non
3752,2324,3367,9,Bon,Oui
3753,2707,2010,6,Mauvais,Non
3754,3548,6779,10,Mauvais,Non
3755,4835,3217,4,Mauvais,Non
3756,4708,11019,5,Bon,Non
3757,4876,18102,1,Bon,Non
3758,4403,2152,5,Bon,Oui
3759,3002,5796,2,Mauvais,Non
3760,2093,11622,4,Mauvais,Non
3761,4333,8056,6,Bon,Oui
3762,2462,10396,4,Bon,Non
3763,1514,12729,8,Bon,Non
3764,3391,16842,8,Mauvais,Non
3765,4093,3973,7,Bon,Oui
3766,4079,17970,5,Bon,Non
3767,2260,10795,8,Mauvais,Non
3768,3559,11986,6,Mauvais,Non
3769,4492,3176,7,Bon,Oui
3770,2446,5285,1,Bon,Non
3771,2248,11003,1,Mauvais,Non
3772,1722,19203,1,Mauvais,Non
3773,3135,5378,1,Bon,Oui
3774,2405,3427,1,Bon,Oui
3775,4087,13264,8,Mauvais,Non
3776,4604,4949,3,Mauvais,Non
3777,2957,17769,8,Mauvais,Non
3778,1759,15946,4,Bon,Non
3779,4486,19428,10,Bon,Non
3780,1599,11504,4,Bon,Non
3781,2240,10486,4,Mauvais,Non
3782,3528,17671,5,Mauvais,Non
3783,4411,6037,9,Mauvais,Non
3784,4518,11627,3,Bon,Non
3785,4932,8439,6,Mauvais,Non
3786,4759,13941,5,Bon,Non
3787,1973,6849,1,Mauvais,Non
3788,3959,3109,1,Mauvais,Non
3789,1615,11481,4,Mauvais,Non
3790,1755,4851,4,Mauvais,Non
3791,3710,11800,6,Mauvais,Non
3792,2461,13686,10,Mauvais,Non
3793,3761,13654,9,Mauvais,Non
3794,1824,17050,6,Mauvais,Non
3795,3755,2303,5,Bon,Oui
3796,1526,17605,3,Mauvais,Non
3797,1882,10817,1,Bon,Non
3798,2618,6481,6,Bon,Non
3799,4713,9730,9,Bon,Non
3800,4216,10595,6,Bon,Non
3801,4887,12049,1,Bon,Non
3802,2769,9677,8,Bon,Non
3803,1789,12320,2,Bon,Non
3804,4163,18377,4,Bon,Non
3805,2408,5136,6,Bon,Non
3806,2752,13291,5,Bon,Non
3807,4851,18490,3,Bon,Non
3808,2459,12045,10,Bon,Non
3809,3238,12777,2,Mauvais,Non
3810,2142,7650,8,Bon,Non
3811,3537,15914,7,Bon,Non
3812,2776,8393,7,Bon,Non
3813,3885,8012,10,Bon,Non
3814,4736,2951,7,Bon,Oui
3815,4686,13001,5,Bon,Non
3816,1867,13706,6,Mauvais,Non
3817,3944,18171,5,Mauvais,Non
3818,4556,6626,1,Bon,Oui
3819,2938,13042,9,Bon,Non
3820,4284,9537,6,Bon,Non
3821,1891,14921,5,Mauvais,Non
3822,4302,4951,1,Bon,Oui
3823,3093,3470,1,Bon,Oui
3824,1625,16997,5,Bon,Non
3825,2054,8341,4,Mauvais,Non
3826,3347,10781,4,Mauvais,Non
3827,2380,14815,8,Bon,Non
3828,2686,7084,7,Bon,Non
3829,3192,11138,1,Mauvais,Non
3830,3422,13605,3,Bon,Non
3831,3906,8358,5,Bon,Non
3832,4821,18476,6,Mauvais,Non
3833,4095,6780,6,Mauvais,Non
3834,3220,12610,2,Mauvais,Non
3835,3854,16162,5,Bon,Non
3836,2392,15960,7,Bon,Non
3837,2481,15959,2,Mauvais,Non
3838,2544,11431,7,Mauvais,Non
3839,1820,10083,2,Bon,Non
3840,4147,5461,5,Bon,Oui
3841,3207,10165,4,Bon,Non
3842,3185,10874,2,Mauvais,Non
3843,2515,14461,2,Bon,Non
3844,3511,9218,3,Bon,Non
3845,4785,7946,8,Mauvais,Non
3846,1629,7174,4,Mauvais,Non
3847,2556,6886,7,Bon,Non
3848,4225,9966,8,Mauvais,Non
3849,3741,12408,7,Bon,Non
3850,3151,16440,2,Mauvais,Non
3851,3797,15283,1,Bon,Non
3852,3090,12305,2,Bon,Non
3853,1523,18862,8,Bon,Non
3854,2865,5143,1,Bon,Oui
3855,2787,10584,10,Bon,Non
3856,4971,3407,3,Mauvais,Non
3857,2269,10468,9,Mauvais,Non
3858,2033,6628,6,Mauvais,Non
3859,3004,4371,4,Bon,Oui
3860,4506,3293,4,Mauvais,Non
3861,3806,13746,10,Bon,Non
3862,1920,2241,2,Mauvais,Non
3863,2119,17106,9,Bon,Non
3864,4059,10358,7,Mauvais,Non
3865,4777,13467,10,Bon,Non
3866,3710,18438,7,Bon,Non
3867,2487,18304,4,Bon,Non
3868,3816,2347,9,Mauvais,Non
3869,2096,18198,4,Bon,Non
3870,3721,16389,1,Mauvais,Non
3871,2932,18487,6,Mauvais,Non
3872,2196,8230,9,Mauvais,Non
3873,2457,16646,6,Mauvais,Non
3874,4648,15852,10,Bon,Non
3875,2536,5322,5,Bon,Non
3876,2524,19517,8,Mauvais,Non
3877,1543,10958,4,Mauvais,Non
3878,4406,10079,6,Mauvais,Non
3879,4424,13590,9,Mauvais,Non
3880,3606,4335,1,Bon,Oui
3881,3635,13741,3,Bon,Non
3882,3297,8616,9,Mauvais,Non
3883,3218,12977,9,Bon,Non
3884,4499,7470,3,Bon,Oui
3885,1899,4403,10,Mauvais,Non
3886,4268,3137,3,Bon,Oui
3887,2011,10610,10,Mauvais,Non
3888,1995,5602,7,Mauvais,Non
3889,4262,19699,2,Mauvais,Non
3890,1689,19148,8,Mauvais,Non
3891,4296,11989,1,Bon,Non
3892,4261,11257,6,Mauvais,Non
3893,3048,7928,5,Mauvais,Non
3894,2074,18286,1,Bon,Non
3895,3663,9215,7,Mauvais,Non
3896,4014,19101,5,Bon,Non
3897,3346,6418,6,Bon,Oui
3898,4898,17644,10,Mauvais,Non
3899,2272,8490,5,Bon,Non
3900,2167,9536,4,Bon,Non
3901,2075,14323,9,Bon,Non
3902,2670,5801,2,Bon,Non
3903,4995,16608,5,Mauvais,Non
3904,4122,2172,7,Bon,Oui
3905,4294,7961,10,Bon,Oui
3906,2466,15145,3,Bon,Non
3907,2407,5251,3,Mauvais,Non
3908,4614,2142,10,Bon,Oui
3909,2781,10131,8,Mauvais,Non
3910,3362,19115,9,Bon,Non
3911,4905,14333,2,Mauvais,Non
3912,3948,14715,8,Mauvais,Non
3913,1778,4219,7,Bon,Non
3914,4826,13944,6,Bon,Non
3915,2173,18119,9,Mauvais,Non
3916,3166,10685,3,Bon,Non
3917,2468,15603,5,Mauvais,Non
3918,1565,8749,1,Bon,Non
3919,3729,13571,7,Bon,Non
3920,1598,5085,8,Bon,Non
3921,2580,7757,3,Bon,Non
3922,2841,5029,8,Mauvais,Non
3923,3784,9254,10,Mauvais,Non
3924,2275,10278,9,Mauvais,Non
3925,2729,16808,5,Bon,Non
3926,4613,15034,10,Mauvais,Non
3927,1811,15376,2,Mauvais,Non
3928,3494,18337,5,Mauvais,Non
3929,4617,6106,10,Mauvais,Non
3930,3490,2187,8,Bon,Oui
3931,4489,3595,8,Bon,Oui
3932,3464,6775,9,Bon,Oui
3933,3614,5875,6,Bon,Oui
3934,2940,13441,2,Mauvais,Non
3935,2683,2492,3,Bon,Oui
3936,3788,4117,10,Mauvais,Non
3937,2893,5988,3,Bon,Non
3938,2615,18719,1,Mauvais,Non
3939,1819,5171,10,Bon,Non
3940,2505,6762,8,Mauvais,Non
3941,2779,11767,3,Bon,Non
3942,1524,16636,1,Mauvais,Non
3943,4705,11162,2,Mauvais,Non
3944,4624,3541,8,Bon,Oui
3945,2789,6765,5,Bon,Non
3946,4078,19557,8,Mauvais,Non
3947,2241,12801,3,Bon,Non
3948,4106,13404,10,Bon,Non
3949,2310,3940,6,Bon,Oui
3950,2185,18046,9,Mauvais,Non
3951,2513,7651,3,Bon,Non
3952,3907,5587,10,Bon,Oui
3953,2211,8390,2,Mauvais,Non
3954,3085,7431,6,Bon,Non
3955,2783,7704,3,Bon,Non
3956,2989,13489,1,Bon,Non
3957,3108,13333,10,Bon,Non
3958,3048,2693,9,Mauvais,Non
3959,4269,14530,6,Mauvais,Non
3960,4373,17829,10,Mauvais,Non
3961,2857,10957,3,Bon,Non
3962,1781,11383,6,Mauvais,Non
3963,4233,13912,4,Bon,Non
3964,4619,17810,6,Mauvais,Non
3965,1826,3437,3,Bon,Oui
3966,2107,7585,9,Mauvais,Non
3967,4199,16967,5,Bon,Non
3968,4964,11070,10,Bon,Non
3969,4941,2045,10,Bon,Oui
3970,1521,6074,1,Mauvais,Non
3971,1509,13256,9,Mauvais,Non
3972,4228,4676,7,Mauvais,Non
3973,3558,6357,8,Bon,Oui
3974,1974,9520,8,Mauvais,Non
3975,1571,12622,6,Mauvais,Non
3976,1886,3415,2,Bon,Oui
3977,4425,14498,2,Bon,Non
3978,2647,16077,1,Mauvais,Non
3979,4843,9841,6,Mauvais,Non
3980,2047,17004,9,Mauvais,Non
3981,4546,9408,9,Mauvais,Non
3982,3185,9468,3,Mauvais,Non
3983,3832,2405,1,Bon,Oui
3984,4538,10097,6,Mauvais,Non
3985,4242,5948,10,Mauvais,Non
3986,2734,19317,10,Mauvais,Non
3987,3370,11379,7,Mauvais,Non
3988,3662,16093,1,Mauvais,Non
3989,4836,8929,5,Mauvais,Non
3990,1939,4169,4,Mauvais,Non
3991,2164,4019,2,Mauvais,Non
3992,4647,17090,7,Mauvais,Non
3993,2975,14669,6,Mauvais,Non
3994,2363,11307,1,Bon,Non
3995,1914,4379,10,Mauvais,Non
3996,4311,7019,9,Mauvais,Non
3997,3520,2601,7,Mauvais,Non
3998,3255,11327,2,Bon,Non
3999,2853,7480,9,Mauvais,Non
4000,2912,9206,6,Mauvais,Non
4001,3866,10962,2,Bon,Non
4002,2408,3354,9,Bon,Oui
4003,3307,12569,9,Bon,Non
4004,2991,6406,9,Bon,Non
4005,3305,8414,7,Mauvais,Non
4006,3334,19836,1,Bon,Non
4007,1548,9130,8,Bon,Non
4008,1731,13955,8,Mauvais,Non
4009,3783,4847,5,Mauvais,Non
4010,3604,19045,7,Mauvais,Non
4011,3544,2091,8,Bon,Oui
4012,3290,4121,5,Bon,Oui
4013,4041,12690,1,Mauvais,Non
4014,2502,6834,5,Bon,Non
4015,4597,16800,3,Bon,Non
4016,3893,9935,2,Mauvais,Non
4017,1882,15179,2,Bon,Non
4018,3500,8896,7,Bon,Non
4019,3703,6313,4,Mauvais,Non
4020,4926,18576,7,Bon,Non
4021,3021,18143,3,Bon,Non
4022,2712,2976,1,Mauvais,Non
4023,3117,5700,2,Bon,Oui
4024,4610,11580,10,Bon,Non
4025,2242,10819,5,Bon,Non
4026,1931,2359,7,Bon,Oui
4027,1774,10641,9,Bon,Non
4028,2231,9258,5,Bon,Non
4029,4155,6724,8,Bon,Oui
4030,4252,14275,8,Bon,Non
4031,4063,4693,2,Mauvais,Non
4032,3637,2916,1,Bon,Oui
4033,3571,2997,6,Mauvais,Non
4034,3794,6977,1,Bon,Oui
4035,4092,2907,2,Bon,Oui
4036,3566,11262,5,Mauvais,Non
4037,2262,11571,2,Mauvais,Non
4038,4412,11840,9,Mauvais,Non
4039,3255,2260,2,Mauvais,Non
4040,2929,7493,1,Bon,Non
4041,1572,7409,2,Bon,Non
4042,4782,8414,3,Mauvais,Non
4043,3997,5491,6,Bon,Oui
4044,3208,12600,5,Bon,Non
4045,2257,11445,8,Bon,Non
4046,3118,4727,6,Mauvais,Non
4047,4933,19599,5,Bon,Non
4048,1826,16858,6,Mauvais,Non
4049,1981,18289,1,Bon,Non
4050,3622,4526,6,Mauvais,Non
4051,2448,5923,7,Bon,Non
4052,4797,9670,2,Bon,Non
4053,1831,9164,2,Mauvais,Non
